comment,author,num_likes,rate
바지 지퍼를 왜내려 ㅅㅂ ㅋㅋㅋㅋㅋ,민용신,59,1.7553893327713013
반대 누르고 김스카이랑 1대1 팬미팅하는 큰그림,휘재,31,2.1163644790649414
반대눌러 만난뒤 기습뽀뽀하려했는데 없네...,lost phantom,26,5.128795146942139
"다세포소녀, 7광구, 성냥팔이 소녀의 재림, 영웅: 샐러멘더의 비밀, 도마 안중근 ㄱㄱ 모두 김스카이님의 건강을 위해 추천 드립니다 항암 치료는 영화가 최고죠",Christine Kim,68,1.3313990831375122
반대는 여기 좋아요를 눌러 주세요!,김재겸,23,3.597578525543213
영웅: 샐러맨더의 비밀 리액션 ㄱㄱ  김보성 효도르 나옴,B.Y Kim,230,2.883770227432251
거 메탈킴님좀 불러봐요 지금 그분 탈모야,홍콩프리,29,2.3459763526916504
金 김 叔 아름다울 佳 클 偉아저씨 김 숙가위  굴  胐 볼기 굴 래  錸 레늄 래  rhenium: 백금광 따위에 들어 있는 금속 원소 만 饅 만두 만 다  嗲 아양 떨  인  㣼 참을 인 엉덩이와 레늄으로 만든 만두가 아양을 떨어도 참다,김스카이,578,2.867110252380371
생방으로 도둑놈 새끼들이니까요!만 10번정도 들었습니다  갓레멘타인,BIG bang,67,1.0922545194625854
나도 일본이 싫어요! 에이 저녁엔 라멘이나 먹어야지!,블라디에르상눔스키,37,3.1830151081085205
아니 이 미친 영화를 2부에 나눠서 리뷰를 하다니... 저는 그만 정신을 잃고 말았습니다.,REDFox7,3,3.2320430278778076
괴롭다..괴로운데 이걸 또 보고있다.....울멘,박예진,10,4.940633296966553
오오오..,최태민,4,6.760245323181152
드디어 왔구나 내 마약,김지훈,3,6.2324018478393555
영화를 몰라서 그런가 무슨말인지 어떤 영화인건지 도대체 하나도 모르겠다.... 지금까지 리뷰들은 다 아는영화라서 그런건가 이번껀 이해를 못하겠네여ㅠㅠㅠㅠ,공국수,13,4.2569403648376465
스티븐 시X 얘기 할 때 나오는 브금 나츠미     스탭 나오는 브금같은건 나 뿐?,A's,3,3.875526189804077
"진시황이 탐냈던 두 영화는 전부 명작입니다 (리X,클레X타인)",EGONE,55,5.374528408050537
똥꼬 하나가 가려우시겠군..,고수,8,3.053169012069702
초&#39;단편&#39;...? 되게 길어서 좋당 ㅎㅎ,끄뤼스띠나에요,3,7.936489582061768
로또1등이 되면 제일 먼저 하고 싶은일은? 이란 질문에 저도 모르게 피식 웃었습니다. 클레멘타인은 로또1등이 안되어도 볼수 있었기 때문이죠,Jayden L,14,2.3701817989349365
못봐주겠네 약발이 엄청 떨어졌어,하하하,10,2.9643096923828125
2004년에 극장에서 봤다고 말할 때 왜 쪼개 형 ㅋㅋㅋㅋ,진수혁,322,4.398490905761719
투표 시발 찬성 찬성 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,an js,33,5.2222514152526855
찬성밖에없는거 실화냐?ㅋㅋㅋ,신기현,83,4.866264820098877
형 리얼이야 클레멘타인이야 선택해,melon Y,12,2.4424703121185303
아--------빠------------~~~~~~~!!!!!!!!!!,fgh d,3,6.171899795532227
태클걸게 너무 많아서 뭐부터 태클을 걸어야겠는지 모르겠다 드립칠게 너무 많아서 고민하는건 처음인듯,다좋은데 말이야,7,7.115622043609619
형 탈모지...,한상혁,45,5.433487892150879
필름의 p자라니....형도 영알못 동지로군 ㅋㅋㅋㅋ,안그마,66,6.932353973388672
이 영상을 보고 암세포가 독감 합병증에 걸려 수명이 짧아졌습니다.,유미,296,0.8441637754440308
기계 부수냐고 따지는 깡패 임혁필이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,민호타우르스,479,8.525253295898438
클레멘타인과 김스카이가 합쳐지니까 미쳤네ㅋㅋㅋㅋㅋㅋ,안그마,37,2.429009199142456
김스카이=노랑딱지 김스카이=개꿀잼 김스카이=김숙가이,김범준,3,6.755666732788086
이 영화를 보고 탈모가 나았습니다 이 영화를 보고 암이 나았습니다 이 영화를 보고 무좀이 나았습니다 이 영화를 보고 치질이 나았습니다 이 영화를 보고 독감이 나았습니다 이 영화를 보고 분노조절장애가....다시 도졌습니다...ㅅㅂ,Jayden L,63,1.6254222393035889
이 영화를 보고 암이 암에걸려 항암치료 성공 했습니다.,매일선호,4,6.927706241607666
필름이 왜 P야ㅋㅋㅋㅋㅋㅋㅋㅋ,홍은기,33,1.5640242099761963
아빠아아아아↗!!!!!!!!! 돌려차기나 보세요↗👏👏,자유만세,4,6.415919303894043
유튜브봇그멍청한놈이 노란딱지를 그렇게 자주 붙여주나요???,CROBEN MAYOR,20,6.580820083618164
김스카이가 이거 리뷰한다길래 나도 다운받아 봤읍니다.... 후....씨발... 김스카이 개새끼  울-멘,Seo Hyung Jin,141,1.282837986946106
와 드디어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,민호타우르스,602,7.334517002105713
인생은 B(Birth)와 D(Death) 사이의 C(Clementain) 아니겠읍니까?,기명수,193,6.698131084442139
레자바지한테 딱인 약이다....,무야호,19,5.992940425872803
역시 오늘도 킹갓엠페러마제스티아충무공 약빨은 김스카이씨,이재윤,8,7.623523235321045
뭐야 형 탈모였어?,유상하,5,3.99896502494812
"시발... 이렇게 잘 숙성시키신 약이지만, 너무 강력해...",Jaykhan24,38,7.809438228607178
구독자들을 위해서 직접 똥을 퍼먹으면서 까지 노랑딱지의 위협을 무릎쓰고 올리시는 김숙가위님... 무술년에도 좋은 모습과 멋진 성장 기대하겠습니다..... 똥독 안오르게 조심하시길... 따흐흐흐흑....,Golor Mo,230,8.175819396972656
...이거 만드려고 갓레멘타인을 보신겁니까... 묵념,이승제,16,0.7259625196456909
드디어 나왔구나!!,법알못 가이드,377,6.243007183074951
