comment,author,num_likes,rate
"한번 발드려놓으면 절대 못빠져나온다는 직업...이쁜 여대생이나 여자들 마담이 놀러와라해서 술,용돈주면서 친하게 지내자~ 그리고 아가씨 빵구났다...한번들어가고 팁받고..두번세번 들어가다 돈맛 명품맛 알고...그이후엔 뭔~",배고픈민족,7,6.463010311126709
있는 그대로 사랑할게 아니면 그냥 즐기고 이용하는게 낫다.,7miraclone,13,7.293238639831543
남자주인공이 농구선수 김선형 닮았네 ㅋㅌㅋ,홍27,5,7.843190670013428
The ho gu,한영,6,-1.0
부잣집 아들도 아니고..능력도 없으면서 엄마한테까지 부탁해가며 술집여자 빚갚아주고 책임지겠다니..정말 한심하다..,주접땐스,508,1.8061610460281372
세희 연기 꽤 못하네,김새디,5,5.622833728790283
"술집잡부다..화류계여자는 평범한 삶을살수없다..남자가 호구다..모르고 그런 말하지마라! 술집에이스였던 내가 21살에  남편을만나 2년에 술집생활을 청산하고 치킨집,과일가게,도시락만드는곳..등등 하다 지금 내나이 41살에 마트점장에  중학교졸업반,초등학생 두자녀와 착하고 잘생긴훈남 서방님에 사랑주시는 시어른들에  아주~~~잘살고있다 결혼전 걸려서 시어른들도 그런일했던거 알았지만 이해하고 정말행복하게 잘산다 모르고 지껄이지마라 우리그래도 적금도넣고 50대후반이면 아이들 다키우고 공기좋은곳에 귀촌하기로했지 옛날일은 옛날이다 사람은 적응에 동물인걸 왜모르니 바뀌지않는 년들도 분명있지만 모두가 다똑같진않다 사람이 다 다르듯",마당집사,13,8.875894546508789
여자분연기 너무어색,0921한나,13,4.684943675994873
강남 아가씨들 흔한일이다~ ㅎㅎ,Cy Young Award,8,7.5938568115234375
술집여자 아니고 일반여자는 뭐 얼마나 나은가? ^^,Rising Sun flag SAME Hakenkreuz,10,6.891111850738525
현실성 제로구만 ㅎㅎ온냐들은 절대 댓가없이 밖에서 만나지 않아..,Dubey Jackson,33,6.897347450256348
음.. 평범하게살고싶어하는 유흥녀도있어요 그렇지만 쉽지않죠 만남의시작이 유흥이라면 평범하게 거기서만나서 연애하는건 쉽지않습니다,칸타타,28,8.072650909423828
여자도 잘못없고ㆍ남자도 잘못없고 여자도 착하고ㆍ남자도 착한데  저런걸보고 공사당했다고 하는겁니다 남자는 공사당하고 여자는 다시 자기본업으로 돌아가는겁니다  공사의 끝은 다 똑같고 뻔합니다!,Hoya Tube,22,2.3038978576660156
이거 보고 깨달았는데 사람은 자연스레 비슷한 인생의 인연과 만나는게 서로에게 최고인듯 하다. 서로 엇갈리는 인연이나 억지로 이어가는 인연의 끝은 결국 본인에게 좋지 못하다. 외로워서 만나건 상대의 외모 때문에 만나건 아니면 결혼 하기 위해서  만나건 명심해야 할 것은 본인의 인생과 같은 방향으로 가는 사람이 결국 내게 맞는 상대인 듯 하다.,Liz lang,3,8.021649360656738
부장이 한말 화류계 그만두고  3개월까지는  버티는거  같더만  다시 화류계로 돌아가더라  그런데  다시  화류계로  복귀하니  자신감있구 당당하게  변하드라  사회생활 하는거 보다  이말이 정답인거 같음,지단지단,12,8.793052673339844
이런 말하기는 그런데 업소일하시는분들을 디게 짠하게 생각하는 남자분들이 많더라고요 동정심을 사랑으로 착각하는건지 모르겠네요,young Lee,65,8.271384239196777
정상적인 여자 만나라,킹버거,13,4.913599491119385
현실감 이 이렇게 있네 이 영화 감독이 실제 느꼈던     일 같다 나 역시 10년전 사랑했던 여자가 있었다 가난해서 헤어지고 안좋게 헤어졌는데 마지막에 너무 안좋게 해어지다보니 그녀에게 돌아갈수 없었다 지금도 마음속으로 생각나는 여자다,HP Y,13,9.370743751525879
개호구 스토리.ㅋㅋㅋㅋㅋㅋ,이동현,3,2.1989686489105225
남자새12끼 공사 당한 이야기,이준우1,14,4.1671037673950195
"술집여자한텐 정, 전화번호는 주는 거 아니다.  적당히 놀고 정리해~",Fortunate Guy,51,7.908796787261963
지일주 맨날 이런 역할하는듯ㅋㅋㅋㅋ,ᄋᄋᄃᄃᄒ,20,8.495652198791504
여자집에 생활비는 왜주는거에요?,오소리감투,22,2.92793869972229
내가 참을 수 없는 것은  여자가 남자를 개새끼로 기억할 것라는 생각임.   남자가 자기때문에 인생 망친 것도 생각하지 않고  남자가 자기한테 어떻게 해주었나 그런 것 생각 하지 않고 자기 당한 것만 기억한다는 사실이다.  거짓말 같죠. 아닙니다.  사실입니다.,강병록,121,6.06536865234375
"내가 누군가를 힘든 현실에서 구해낼수 있을거라는 큰 착각, 오만. 늪에 빠진 누군가는 구하려 하면 할수록 함께 늪지대 깊은 곳으로 더더욱 깊숙히 들어가게 되는것을 ...",Dahye B,41,8.51823902130127
가정폭력에 아빠모습이 비치는 장면  인상적이네 다들  술집여자와의 그부분만보는데  영화적인 장치상 저부분이 감독이 신경쓴부분인데,SSOGGONG TUBE [쏘꽁투자] SSOGGONG,4,7.441910743713379
와 진짜 남자 강압적이다,벤토리,3,4.272130966186523
"현실에선 더 한 경우도 많죠, 노래방보도실장하는 친구에게 썰 듣다보면 밤샐 지경 ㅋ 비단 노래방 뿐만 아니라 몸팔아 돈버는 유흥업종 종사자 대부분이 돈이 없어서기도 일하기도 하지만, 알고보면 몸터치 잠자리만 포기하고 즐기면서 일하면 유흥만큼 편한게 없기 때문에 주위에서 잡아주는 사람 없으면 이끌리듯 돌아가게됨요,  유흥일 힘든거 맞죠 그래도 대부분 손님들이 공주 대접받는게 일반적이고 사회에서 당하는 진상짓도 무시 못하니까요, 그리고 남자 입장에서는 길이 아닌 길은 가지 말았어야...",Bonobono Jeong,4,6.500636577606201
닦으라고 있는 걸레를 덮고 자려니...,Scuba AIR,21,1.7070757150650024
5년전 나의 경우와 비슷하네 ㅎㅎ 나는 그냥 동거만 10개월쯤 ㅎㅎ,아중이쵝오,6,5.787961959838867
직장에서 따라가든 친구따라가든 저런데 한번 갔다가 관심이든 동정심이든 저렇게 빠지는 순진한 남자들 많이 봅니다,브라운,70,9.26383113861084
영화 너는 내운명같은 사랑은 힘들지,twon park,26,7.53031587600708
들은얘긴데 결혼하려고 타국에서 도우미뛰는사람도있더라..결혼자금모으려고..,기혀니,4,2.0878641605377197
남자의 가장 치명적인 약점은 이미 성경의 가장 시작부분인 창세기에 적나라하게 다 나오잖앙~,Percent One,11,6.807781219482422
능력 안되면 일이나 열심히해라 ㅋ 보도 넘보지말고 ㅋ,살흰애추억,32,7.3725972175598145
여자분도 이쁘고 남자분도 잘생겼네요.,young DREAM,3,5.110166549682617
애딸린 유흥업소여자를 왜 만나ㅠㅠ,룡룡죽같지,22,2.2568295001983643
이래서 빠수늬는 만나면 안대.,겐또,9,6.651083469390869
한 번 저런 세계에 맛들여서 돈 벌면 헤어나오기 쉽지 않음,폭풍간지,10,7.6812262535095215
화류계 여성은 아무리 착하고 본인에게 아무리 잘해줘도 가까이 하지도 말고 처다도 보면 안됩니다. 주위에 여자때문에 인생 조진 사람들 많이 봤습미다.,카이리어빙,47,3.443861722946167
필요한 사람 끼리 만나서 행복하면 되는겨 인생 짧다,디아heaven,20,7.618530750274658
연애는..아픈만큼 성숙해지더라 그래도 손은대지 말아야대..,오뚜기,13,5.768765926361084
오만  원이면 될걸 오천만원이나 썼네 ㅠㅠ,이허거덕,9,5.738324165344238
연기가 ㅋㅋㅋ로봇 그이상이네ㅋㅋ,농부문재인,6,8.032637596130371
술 여자 도박 멀리하자 최소 보통 평범하겐 산다,보고싶은데,3,6.19975471496582
참 순수한 사랑이다 직업이 무슨 상관있겠어 사람 됨됨이가 인성이 중요하다 이쁘고 잘생기는건 있으면 더좋은거고,김동우,7,8.4248046875
미모의 도우미랑 만나면 이남자 저남자 연락와서 사람 신경쓰이고  피곤해집니다.물론 만나는동안 다른남자는 만나지않지만 그래도 신경이 엄청쓰입니다.그러다 자주다투고 싸우게되고 애정이 식으면서 이별이지요.단 다른 손님들이 밖에서 만나고싶다고 전화나 톡이오지만 다 거절하고 내옆에 같이있을땐 멍청한넘들아 이여잔 내거야라는 성취감과 우월감도 들긴하지요. 하지만 텐프로나 도우미들은 길어야 5~6개월이예요. 업소여자들은 남자한테 식상함을 잘 느낍니다.불같이 사랑하다 금새 식어요.그냥 만날때 열심히 섹스하세요. 헤어지더라도 손해본 느낌은없게.. 이게 정답입니다.,이모나코,62,4.572068214416504
화류계쪽 여자들 절대 평범한 삶 못산다 한달 쌔 빠지게 일해봐야 3일 일한 만큼도 못버는데 사람 고쳐 쓰는거 아니다,어이가없네,165,7.345386981964111
술집잡부에게 순정은 바라는거 자체가 넌센스네 걔들은 그냥 손님들 머리꼭대기에 있음 그저 웃음팔고 돈버는거지 꼭 저런애들한테 빠지는놈들 하나씩있음,Jinseung Lee,334,3.902270555496216
참 저두 남자지만 한마디에 흔들리는법이죠  착각하기에 약한존재라는걸  현실적으로 보면 참 씁쓸한 내용이네요  ㅠ,꼬부기,7,7.8908233642578125
술집여자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,David Lee,6,4.066341400146484
시작부터 탈선인데  탈선으로 돌아왔을뿐  많이벌어지는일이라 덤덤... 아프다,john woo,35,6.8430609703063965
지일주 배우도 연기잘하는데 마스크도 좋구. 더 떴으면 좋겠다~,반짝이는 별하,78,7.812526226043701
업소녀들이 태어날때부터 나가요였을까.. 유흥업계 가는게 힘들지 가는순간 돌아올수 없다.,Tankman,15,1.375158667564392
현대자동차 신입사원이 노래방 아가씨 한테 빠져서 지금 노예로 살고있는거 직관하고 있다. 진짜 조심해라,전투불패,740,5.505833148956299
중년이 되서 당하는 것보다 오히려 사회 초년생 시기에 당해서 훗날 뒤돌아보면 내가 그때 잘 선택했구나 생각할 듯.    세희라는 여자를 탓할 것도 없고 서로 가치관이 다를 뿐.  여자는 현실을 쫓고 남자는 낭만을 쫓는다.,강철민,256,7.967916011810303
"나가요랑 살림 차려서 파토안난 사람 열중에 하나도 힘듬,,, 순간 나가요에 씹정들어서 이성잃어버리는 양반들아,,, 나가요들은 당신이 그리는 미래의 부인처럼 좋은 여자가 아닙니다 착하고 못되고의 문제가 아니라, 나가요들의 삶의 태도는 일반여성들과는 많이 다릅니다",양봉업자,22,5.655666351318359
도대체 지일주 왜 안 떠...? 잘됐음 좋겠다,모모,127,5.3218584060668945
나만 부러운거야 첫장면만 ㅎ,소호영,15,5.500782012939453
엥? 남주가 감독이엇네 두탕 뛰노,호홍홍,28,6.213703632354736
유럽에서도 콜걸한테 빠져서 청혼하는경우 종종 있다더라구여 ㄷㄷ,singsangsung,53,4.672271728515625
왜 제목이 오만인지 보고 나서 알았다,kim jwajin,4,6.605668544769287
인간의 습성이 무섭다는걸 비싼 수업료내고 배운듯. 인간자체가 악하다기보다 상황이 사람을 만드는 경우가 많다는걸 깨달아야.~~,스핀트리플,14,9.099459648132324
그래서 화류계 한번 발 들인 아가씨는 헤어나오기 힘들다.,The man is ASMR,78,6.554868698120117
